ID;ACCESSION;SOURCE;ORGANISM;AUTHORS;TITLE;Assembly Method;Sequencing Technology;Location/Qualifiers;genotype;organism;mol_type;isolation_source;host;country;note
582973095;NC_023425;"Avian hepatitis E virus
";"Avian hepatitis E virus
";"Huang,F.F., Sun,Z.F., Emerson,S.U., Purcell,R.H., Shivaprasad,H.L.,
";"Determination and analysis of the complete genomic sequence of
";NA;NA;         1..6654;NA;"""Avian hepatitis E virus""";"""genomic RNA""";NA;NA;"""USA""";"""unknown function"""
2176619925;LC651410;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi,M., Nishizono,A., Kawakami,M., Fukui,E., Isogai,E.,
";"Identification of hepatitis E virus in wild sika deer in Japan
";NA;NA;         1..7245;"genotype 3 (subtype 3b)""";"""Paslahepevirus balayani""";"""genomic RNA""";"""serum""";"""Cervus nippon (wild sika deer)""";"""Japan:Oita""";"""genotype 3 (subtype 3b)"""
42794930;AY535004;"Avian hepatitis E virus
";"Avian hepatitis E virus
";"Huang,F.F., Sun,Z.F., Emerson,S.U., Purcell,R.H., Shivaprasad,H.L.,
";"Determination and analysis of the complete genomic sequence of
";NA;NA;         1..6654;NA;"""Avian hepatitis E virus""";"""genomic RNA""";NA;NA;"""USA""";"""unknown function"""
2173285291;LC406630;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7255;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Abashiri""";"""ORF1"""
2173285287;LC406629;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7059;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Tokyo""";"""genotype: 3"""
2173285283;LC406628;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7229;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Sapporo""";"""genotype: 4"""
2173285279;LC406627;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7218;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Kanagawa""";"""genotype: 3"""
2173285275;LC406626;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7218;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Fukui""";"""genotype: 3"""
2173285271;LC406625;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7236;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Tokyo""";"""genotype: 3"""
2173285267;LC406624;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7236;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Tokyo""";"""genotype: 3"""
2173285263;LC406623;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7236;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Tokyo""";"""genotype: 3"""
2173285259;LC406622;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7236;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Tokyo""";"""genotype: 3"""
2173285255;LC406621;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7236;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Tokyo""";"""genotype: 3"""
2173285251;LC406620;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7236;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Tokyo""";"""genotype: 3"""
2173285247;LC406619;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7236;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Tokyo""";"""genotype: 3"""
2173285243;LC406618;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7257;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Tokyo""";"""ORF1"""
2173285239;LC406617;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7257;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Tokyo""";"""ORF1"""
2173285235;LC406616;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7227;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Sapporo""";"""genotype: 4"""
2173285231;LC406615;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7213;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Saitama""";"""genotype: 3"""
2173285227;LC406614;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7256;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Sapporo""";"""ORF1"""
2173285223;LC406613;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7228;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Iwamizawa""";"""genotype: 4"""
2173285219;LC406612;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7237;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Hakodate""";"""genotype: 3"""
2173285215;LC406611;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7242;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Fukuoka""";"""ORF1"""
2173285211;LC406610;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7127;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Sapporo""";"""genotype: 3"""
2173285207;LC406609;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7232;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Abashiri""";"""genotype: 4"""
2173285203;LC406608;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7231;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Sapporo""";"""genotype: 4"""
2173285199;LC406607;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7238;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Hakodate""";"""genotype: 3"""
2173285195;LC406606;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7221;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Tokyo, Shinagawa""";"""genotype: 3"""
2173285191;LC406605;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7229;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Sapporo""";"""genotype: 4"""
2173285187;LC406604;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7099;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Sapporo""";"""genotype: 4"""
2173285183;LC406603;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7084;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Saitama""";"""genotype: 3"""
2173285179;LC406602;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7229;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Kitami""";"""genotype: 4"""
2173285175;LC406601;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7218;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Tokyo""";"""genotype: 3"""
2173285171;LC406600;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7109;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Sapporo""";"""genotype: 3"""
2173285167;LC406599;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7232;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Kushiro""";"""genotype: 4"""
2173285163;LC406598;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7229;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Sapporo""";"""genotype: 4"""
2173285159;LC406597;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7229;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Hakodate""";"""genotype: 4"""
2173285155;LC406596;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7256;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Sapporo""";"""ORF1"""
2173285151;LC406595;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7256;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Sapporo""";"""ORF1"""
2173285147;LC406594;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7219;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Nagano""";"""ORF1"""
2173285143;LC406593;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7231;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Sapporo""";"""genotype: 4"""
2173285139;LC406592;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7255;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Kushiro""";"""ORF1"""
2173285135;LC406591;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7254;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Hakodate""";"""ORF1"""
2173285131;LC406590;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7111;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Sapporo""";"""genotype: 4"""
2173285127;LC406589;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7229;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Sapporo""";"""genotype: 4"""
2173285123;LC406588;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7235;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Sapporo""";"""genotype: 4"""
2173285119;LC406587;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7219;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Tokyo""";"""genotype: 3"""
2173285115;LC406586;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7253;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Sapporo""";"""ORF1"""
2173285111;LC406585;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7107;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Ibaraki""";"""genotype: 3"""
2173285107;LC406584;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7254;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Hakodate""";"""ORF1"""
2173285103;LC406583;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7229;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Tokyo, Akabane""";"""genotype: 3"""
2173285099;LC406582;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7255;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Kitami""";"""ORF1"""
2173285095;LC406581;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7237;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Sapporo""";"""genotype: 3"""
2173285091;LC406580;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7220;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Saitama, Tokorozawa""";"""genotype: 3"""
2173285087;LC406579;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7217;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Ibaraki""";"""genotype: 3"""
2173285083;LC406578;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7217;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Shizuoka""";"""genotype: 3"""
2173285079;LC406577;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7233;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Hakodate""";"""genotype: 4"""
2173285075;LC406576;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7231;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Asahikawa""";"""genotype: 4"""
2173285071;LC406575;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7219;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Tokyo""";"""genotype: 3"""
2173285067;LC406574;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7229;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Sapporo""";"""genotype: 4"""
2173285063;LC406573;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7232;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Iwamizawa""";"""genotype: 4"""
2173285059;LC406572;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7216;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Chiba, Urayasu""";"""genotype: 3"""
2173285055;LC406571;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7231;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Sapporo""";"""genotype: 3"""
2173285051;LC406570;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7058;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Sapporo""";"""genotype: 4"""
2173285047;LC406569;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7143;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Sapporo""";"""genotype: 3"""
2173285043;LC406568;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7229;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Sapporo""";"""genotype: 4"""
2173285039;LC406567;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7227;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Sapporo""";"""genotype: 4"""
2173285035;LC406566;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7254;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Kitami""";"""ORF1"""
2173285031;LC406565;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7123;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Kitami""";"""genotype: 4"""
2173285027;LC406564;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7132;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Sunagawa""";"""genotype: 4"""
2173285023;LC406563;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7255;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Sapporo""";"""ORF1"""
2173285019;LC406562;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7220;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Fukuoka""";"""genotype: 3"""
2173285015;LC406561;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7159;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Kanagawa""";"""genotype: 3"""
2173285011;LC406560;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7218;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Gifu""";"""genotype: 3"""
